Country Name,Year,Exports_GDP_percent,GDP growth (annual %),GDP_per_capita,Imports_GDP_percent,"Inflation, consumer prices (annual %)",Population_growth_percent,"Unemployment, total (% of total labor force) (national estimate)",Group,x,y
"Micronesia, Fed. Sts.",2017,30.6008078,0.823045267,2237.831222,72.58091922,0.582253735,0.371529921,,Group C: Emerging / High-growth,1572232.24,735127.3997
"Micronesia, Fed. Sts.",2018,36.37357143,0,2229.116815,67.03321429,1.498400236,0.390173247,,Group C: Emerging / High-growth,1620995.96,691037.1613
"Micronesia, Fed. Sts.",2019,26.79413706,4.081632653,2312.25404,69.05525381,1.923851708,0.338797096,,Group C: Emerging / High-growth,1672510.193,741288.1189
"Micronesia, Fed. Sts.",2020,17.2494599,-1.672954171,2260.575272,68.06035644,0.554594631,0.573243642,,Group C: Emerging / High-growth,1599299.726,780439.8585
"Micronesia, Fed. Sts.",2021,20.01828658,3.099704573,2315.863785,67.22982407,3.191284066,0.636292252,,Group C: Emerging / High-growth,1572364.821,844893.8408
"Micronesia, Fed. Sts.",2022,21.74886407,-2.905865806,2238.740409,65.95245862,5.408743755,0.438013018,,Group C: Emerging / High-growth,1666865.241,948822.2869
"Micronesia, Fed. Sts.",2023,28.33609925,0.482147762,2239.228491,69.98370244,,0.459189929,,Group C: Emerging / High-growth,1876594.908,1166531.544
"Micronesia, Fed. Sts.",2024,27.46989928,0.719083512,2244.767272,69.13081216,,0.469463637,,Group B: Transitional / Mixed,-763915.7416,-1926040.49
Mongolia,2015,44.18405023,2.379835807,7563861.769,45.46961324,5.735682819,2.128669517,4.861,Group B: Transitional / Mixed,-403318.8383,1366694.085
Mongolia,2016,50.87219406,1.489784487,7522482.04,50.18304317,0.733272227,2.027369576,7.235,Group B: Transitional / Mixed,-1207354.019,-585823.7819
Mongolia,2017,59.16667927,5.636876387,7794946.867,56.7662226,4.301431053,1.925778838,6.359,Group B: Transitional / Mixed,-1439507.265,-310802.2858
Mongolia,2018,58.16478228,7.74488062,8243489.169,68.19109096,6.824247901,1.864801928,5.377,Group B: Transitional / Mixed,-1632464.793,-187301.401
Mongolia,2019,59.21723318,5.602244221,8546840.026,65.17928144,7.301069536,1.837150731,9.024,Group B: Transitional / Mixed,-1670815.748,-194761.5677
Mongolia,2020,57.66034973,-4.557751976,8011344.278,55.1782979,3.796040261,1.805420087,6.413,Group B: Transitional / Mixed,-1498416.804,-186158.8895
Mongolia,2021,58.54886395,1.636769577,8006423.607,60.54921448,7.352812434,1.684959051,7.871,Group B: Transitional / Mixed,-1458883.896,-261186.9439
Mongolia,2022,65.06135116,5.032709637,8286894.845,71.26657879,15.14795609,1.46704738,5.954,Group B: Transitional / Mixed,-1478513.172,-256403.983
Mongolia,2023,76.25711713,7.422112762,8780754.277,66.60712947,10.34758313,1.370888669,5.178,Group B: Transitional / Mixed,-1211395.46,-538086.37
Mongolia,2024,69.13826544,4.864001434,9093841.105,69.75319765,6.802848993,1.245902995,,Group C: Emerging / High-growth,464658.4366,1042620.319
Myanmar,2015,,6.99284029,1423193.161,,9.454171895,0.800670953,0.766,Group C: Emerging / High-growth,1087449.347,-1322829.189
Myanmar,2016,,5.862472915,1494730.266,,6.928825258,0.792792539,,Group C: Emerging / High-growth,1757322.76,1457222.82
Myanmar,2017,,6.136108244,1574243.55,,4.572536553,0.772302033,1.356,Group C: Emerging / High-growth,1129852.507,1307874.158
Myanmar,2018,,6.268862215,1660855.241,,6.872328657,0.724432843,0.767,Group C: Emerging / High-growth,1223377.651,1348722.06
Myanmar,2019,,6.579110068,1757734.501,,8.825066968,0.702425163,0.407,Group C: Emerging / High-growth,1246481.58,1425028.013
Myanmar,2020,,-9.04834718,1587356.235,,,0.711376906,1.476,Group C: Emerging / High-growth,1902062.45,1637274.664
Myanmar,2021,,-12.01637248,1386919.176,,,0.696558039,,Group C: Emerging / High-growth,2397884.486,1682726.814
Myanmar,2022,,4.037493436,1432993.025,,,0.690074759,,Group C: Emerging / High-growth,2487089.497,1864206.911
Myanmar,2023,,0.958446625,1436651.867,,,0.698879396,,Group C: Emerging / High-growth,2478616.691,1876839.715
Myanmar,2024,,-0.972046414,1413125.12,,,0.674364863,,Group B: Transitional / Mixed,-526810.4857,-2443885.861
Nauru,2015,71.97577699,2.698017274,10041.92996,129.1620108,,1.954339488,,Group C: Emerging / High-growth,559129.5424,-1626546.387
Nauru,2016,72.58594433,4.363240539,10295.85963,98.02844028,,1.773481154,,Group C: Emerging / High-growth,1524039.311,879378.2288
Nauru,2017,60.27191807,-6.011229987,9528.259701,82.44089943,,1.548486934,,Group C: Emerging / High-growth,1740175.955,827966.2268
Nauru,2018,54.73579324,-1.219122015,9286.625811,85.96650302,,1.342066545,,Group C: Emerging / High-growth,1801076.926,779959.4163
Nauru,2019,60.53480406,8.486736592,9979.113603,95.73273044,,0.953874732,,Group C: Emerging / High-growth,1860052.031,832865.4844
Nauru,2020,43.63807997,1.981819494,10127.93329,91.5107281,,0.482136104,,Group C: Emerging / High-growth,1779077.409,872651.5072
Nauru,2021,30.79627477,7.206594666,10796.61028,79.92187047,,0.565263581,5.056,Group C: Emerging / High-growth,1614936.731,837806.682
Nauru,2022,53.87504279,2.951518346,11028.62009,113.6645269,,0.782649678,,Group C: Emerging / High-growth,1849090.424,1066264.31
Nauru,2023,43.43133103,0.646410335,11030.74027,100.4618995,,0.625107628,,Group C: Emerging / High-growth,1874828.127,1166060.529
Nauru,2024,39.47626214,1.760251622,11157.26082,118.7153348,,0.604485091,,Group B: Transitional / Mixed,-762533.5554,-1924610.768
New Caledonia,2015,18.06916629,,,41.97762981,0.570508141,0.688885628,,Group B: Transitional / Mixed,-5.364781542,14.41293084
New Caledonia,2016,19.26548639,,,38.76412976,0.578317436,0.090012025,,Group B: Transitional / Mixed,-12.34669044,-7.60828346
New Caledonia,2017,21.00779809,,3417727.635,37.92038453,,0.043388616,11.676,Group C: Emerging / High-growth,224208.8036,1515863.521
New Caledonia,2018,,3.995707282,3554352.704,,,-0.001763398,11.702,Group C: Emerging / High-growth,827668.3028,2323603.148
New Caledonia,2019,,-1.400000002,3503788.544,,,0.022921747,10.881,Group C: Emerging / High-growth,1006966.783,2369713.39
New Caledonia,2020,,-2.400000001,3412838.392,,,0.200781353,13.558,Group C: Emerging / High-growth,950965.8321,2364194.4
New Caledonia,2021,,-2.099999998,3329009.028,,,0.364601117,,Group C: Emerging / High-growth,2149619.223,2655583.211
New Caledonia,2022,,3.499999996,3422616.023,,,0.667091968,10.71,Group C: Emerging / High-growth,1000621.455,2559449.29
New Caledonia,2023,,,,,,0.952185124,,Group B: Transitional / Mixed,-0.494850111,-0.297246957
New Caledonia,2024,,,,,,0.950722086,,Group B: Transitional / Mixed,0.15504607,0.166365701
New Zealand,2015,27.93374783,3.690369084,62939.72448,26.9175839,0.292704628,2.036033909,5.415,Group C: Emerging / High-growth,457269.2433,-1352640.957
New Zealand,2016,26.61137432,3.779110684,63867.56942,25.79487349,0.646240284,2.2460321,5.147,Group C: Emerging / High-growth,1273762.18,727705.5901
New Zealand,2017,27.56344166,3.378732195,64660.69719,26.57985538,1.850787675,2.088722723,4.736,Group C: Emerging / High-growth,1413877.702,661295.6609
New Zealand,2018,27.86561523,3.470582039,65717.04363,27.90086626,1.598297038,1.791240168,4.335,Group C: Emerging / High-growth,1488954.777,622396.2339
New Zealand,2019,27.32983419,2.31747144,66178.58873,27.12446299,1.619631902,1.591158896,4.109,Group C: Emerging / High-growth,1534141.898,668940.1248
New Zealand,2020,21.69714828,-0.307246896,64536.56045,22.280094,1.7145617,2.204788696,4.595,Group C: Emerging / High-growth,1470275.899,710400.3319
New Zealand,2021,22.30988598,4.535405657,67185.0584,26.23136178,3.941120608,0.413665247,3.776,Group C: Emerging / High-growth,1442116.475,759632.247
New Zealand,2022,24.04738732,3.496386865,69455.29421,29.42877545,7.17222476,0.113409734,3.297,Group C: Emerging / High-growth,1502426.777,865525.3303
New Zealand,2023,23.71501174,1.394251816,68706.38551,26.69141994,5.73316283,2.468736952,3.731,Group C: Emerging / High-growth,1570076.821,949762.655
New Zealand,2024,,-0.126462419,67417.67645,,2.922797823,1.766947279,,Group B: Transitional / Mixed,-707622.6469,-1963544.19
Northern Mariana Islands,2015,52.96703297,3.383458647,16015.06387,69.78021978,,-1.280733473,,Group C: Emerging / High-growth,558809.9573,-1624884.215
Northern Mariana Islands,2016,71.70731707,29.21212121,20995.41095,81.13821138,,-1.448889816,,Group C: Emerging / High-growth,1521540.989,878620.9536
Northern Mariana Islands,2017,69.29487179,23.17073171,26281.55087,62.11538462,,-1.616204818,,Group C: Emerging / High-growth,1735703.419,826826.2333
Northern Mariana Islands,2018,50.73020753,-19.49733435,21537.5838,58.03228286,,-1.781217576,,Group C: Emerging / High-growth,1797666.731,779269.8126
Northern Mariana Islands,2019,42.49363868,-11.4474929,19447.73421,62.25614928,,-1.950558724,,Group C: Emerging / High-growth,1857641.507,832410.7438
Northern Mariana Islands,2020,14.78060046,-29.05982906,13970.712,64.20323326,,-1.256589498,,Group C: Emerging / High-growth,1777994.863,872434.0314
Northern Mariana Islands,2021,6.01750547,4.969879518,14836.41627,72.86652079,,-1.16183177,,Group C: Emerging / High-growth,1749397.459,943108.3368
Northern Mariana Islands,2022,22.26277372,16.64275466,17643.99497,70.89416058,,-1.936508068,,Group C: Emerging / High-growth,1847708.261,1066051.728
Northern Mariana Islands,2023,,,,,,-2.050038358,,Group B: Transitional / Mixed,-1.499022557,-1.100073922
Northern Mariana Islands,2024,,,,,,-1.934728938,,Group B: Transitional / Mixed,0.560606677,1.621826264
Palau,2015,53.14086121,8.19997983,16422.35791,78.09036355,0.949040644,0.309990385,,Group C: Emerging / High-growth,501408.1549,-1475468.088
Palau,2016,49.18834755,-0.439989268,16325.2964,78.2189804,-1.042305334,0.15182616,,Group C: Emerging / High-growth,1385713.579,796328.1533
Palau,2017,46.36165966,-3.260018455,15779.78891,81.56158964,1.417988197,0.084248369,,Group C: Emerging / High-growth,1568097.182,734287.2758
Palau,2018,41.97049139,0.11000834,15795.37442,74.91702372,2.109704641,0.011227755,,Group C: Emerging / High-growth,1616848.033,690564.5197
Palau,2019,37.90309766,0.200015069,15841.19564,77.14555071,0.267379679,-0.089857358,,Group C: Emerging / High-growth,1668597.53,740952.5305
Palau,2020,23.52925278,-5.999433925,14895.83521,83.71231719,0.218181818,-0.033717337,0.765,Group C: Emerging / High-growth,1488102.302,714828.1492
Palau,2021,6.770733255,-13.79389322,12847.61851,73.95909022,2.612481858,-0.050597331,,Group C: Emerging / High-growth,1569984.416,844855.0413
Palau,2022,13.46322309,-1.318427167,12695.36573,74.27433897,12.35266384,-0.135051509,,Group C: Emerging / High-growth,1664347.305,949019.9946
Palau,2023,,1.877031984,12957.00908,,12.81997482,-0.180352864,,Group C: Emerging / High-growth,2028916.94,1323208.664
Palau,2024,,,,,2.231727729,-0.180678723,,Group B: Transitional / Mixed,-0.190842679,0.13443157
Papua New Guinea,2015,,6.578356323,6604.984007,,5.995957781,2.546138405,,Group C: Emerging / High-growth,640095.9374,-1827642.175
Papua New Guinea,2016,,5.489573153,6797.71151,,6.673728814,2.468043308,,Group C: Emerging / High-growth,1720002.309,992512.863
Papua New Guinea,2017,,3.534610818,6871.597622,,5.42204568,2.3925158,,Group C: Emerging / High-growth,1898104.729,940188.8307
Papua New Guinea,2018,,-0.279252285,6695.003573,,4.374489215,2.323868777,,Group C: Emerging / High-growth,1949268.037,916190.965
Papua New Guinea,2019,,4.480514569,6838.828964,,3.928672909,2.257540455,,Group C: Emerging / High-growth,2013554.359,976248.7299
Papua New Guinea,2020,,-3.167432044,6482.738826,,4.871673986,2.128663097,,Group C: Emerging / High-growth,1931748.127,1008182.227
Papua New Guinea,2021,,-0.511353419,6322.599236,,4.48359014,1.988603122,,Group C: Emerging / High-growth,1897449.612,1081911.528
Papua New Guinea,2022,,5.707584042,6558.830791,,5.253239222,1.882449614,2.689,Group C: Emerging / High-growth,1791080.954,1066231.905
Papua New Guinea,2023,,3.810886229,6686.581078,,2.298699913,1.811031625,,Group C: Emerging / High-growth,2030476.897,1323851.566
Papua New Guinea,2024,,4.095029002,6837.421295,,0.602403921,1.782607338,,Group B: Transitional / Mixed,-717947.6541,-1974083.293
Philippines,2015,27.20805724,6.348309717,142346.2307,31.93353487,0.674192537,1.478753843,3.068,Group C: Emerging / High-growth,453060.9286,-1324167.628
Philippines,2016,26.67300334,7.14945675,150490.1644,35.10306242,1.253698801,1.341907095,2.695,Group C: Emerging / High-growth,1245639.987,718346.8882
Philippines,2017,29.55229085,6.930988326,158860.7737,38.61607889,2.853187726,1.288301867,2.552,Group C: Emerging / High-growth,1379488.918,652894.4317
Philippines,2018,30.21360537,6.341485572,166858.2868,41.94979293,5.309346616,1.236860333,2.338,Group C: Emerging / High-growth,1451625.553,615055.8766
Philippines,2019,28.38292001,6.118525662,174927.1789,40.45892225,2.392065344,1.216155346,2.237,Group C: Emerging / High-growth,1492104.158,659678.6101
Philippines,2020,25.20283931,-9.51829474,156474.3531,32.96672099,2.393162393,1.145514086,2.522,Group C: Emerging / High-growth,1436142.939,703384.0534
Philippines,2021,25.75203492,5.714733132,163925.0972,37.7325749,3.927180221,0.905660311,3.398,Group C: Emerging / High-growth,1410743.122,756744.2315
Philippines,2022,28.38740155,7.580982128,175016.194,44.04228206,5.821158112,0.760479216,2.598,Group C: Emerging / High-growth,1468864.267,859750.2991
Philippines,2023,26.63684935,5.518949679,183185.4203,40.78311997,5.978025155,0.810000999,,Group C: Emerging / High-growth,1649981.246,1037273.243
Philippines,2024,25.77344115,5.692016128,192020.4758,40.11203137,3.21260487,0.825602489,,Group B: Transitional / Mixed,-657201.7983,-1698525.764
Samoa,2015,27.14094673,3.850361817,9550.330059,47.49340828,0.724470135,0.868555728,,Group C: Emerging / High-growth,501650.8963,-1477498.436
Samoa,2016,28.77802032,7.983862878,10225.80209,46.43379715,1.304718693,0.847318415,,Group C: Emerging / High-growth,1387217.853,796834.9071
Samoa,2017,29.66227547,1.4062824,10272.88367,44.34880529,1.749896775,0.93712322,9.4,Group C: Emerging / High-growth,1432549.934,665829.0111
Samoa,2018,31.9656782,-0.609647103,10103.66795,46.96929023,4.197458887,1.049411926,,Group C: Emerging / High-growth,1618742.476,690928.3103
Samoa,2019,35.03333014,4.451858917,10442.89351,48.29774944,0.98232657,1.05329202,,Group C: Emerging / High-growth,1670391.971,741285.2932
Samoa,2020,29.19595987,-3.108444011,10014.97188,48.28764013,-1.568912477,1.02627263,,Group C: Emerging / High-growth,1597419.017,780436.9288
Samoa,2021,11.68569005,-7.078830943,9226.149435,49.20319561,3.133204732,0.862068229,,Group C: Emerging / High-growth,1570903.186,844881.1147
Samoa,2022,12.26638262,-5.3062909,8676.434654,52.71679771,10.96188223,0.690847424,5.048,Group C: Emerging / High-growth,1519750.468,867430.0427
Samoa,2023,28.75379959,9.20864924,9414.102813,61.90368097,7.921646848,0.649190563,,Group C: Emerging / High-growth,1693283.491,1052574.552
Samoa,2024,29.31550877,9.422350442,10237.06322,53.81615409,2.172455305,0.623906395,,Group B: Transitional / Mixed,-674372.3393,-1741272.61
Singapore,2015,178.3846085,2.976799316,76502.97145,151.0867904,-0.521975612,1.186376937,3.79,Group C: Emerging / High-growth,456483.6846,-1347770.633
Singapore,2016,164.5506642,3.747578488,78346.85711,138.2889918,-0.52980976,1.297436099,4.08,Group C: Emerging / High-growth,1269075.537,726062.6809
Singapore,2017,171.7416255,4.476899158,81781.87975,145.0527838,0.576763191,0.08859547,4.2,Group C: Emerging / High-growth,1407637.692,659676.216
Singapore,2018,178.1982514,3.451975966,84208.50923,148.3983359,0.438784215,0.469704299,,Group C: Emerging / High-growth,1593289.305,686259.7574
Singapore,2019,176.8913,1.308041182,84339.36716,147.5036851,0.567829988,1.144283307,3.1,Group C: Emerging / High-growth,1527169.868,667191.9601
Singapore,2020,181.7820245,-3.814708855,81375.48461,150.258781,-0.172111866,-0.311904961,4.1,Group C: Emerging / High-growth,1464065.678,708959.2587
Singapore,2021,182.7108066,9.756804463,93118.631,146.4505771,2.316103158,-4.1703363,4.64,Group C: Emerging / High-growth,1433702.19,758647.7862
Singapore,2022,186.1142908,4.108000219,93788.91904,146.235277,6.130954189,3.308620524,3.591,Group C: Emerging / High-growth,1494876.58,864239.9889
Singapore,2023,181.5613224,1.821406941,90968.5402,144.1319016,4.833723628,4.858316078,3.444,Group C: Emerging / High-growth,1564472.27,947483.1581
Singapore,2024,178.7762868,4.388023625,93085.04752,143.5951411,2.389511236,1.994493656,,Group B: Transitional / Mixed,-666603.4185,-1722714.69
Solomon Islands,2015,40.36052049,1.676146156,14761.61804,47.827893,-0.574469286,3.583379165,,Group C: Emerging / High-growth,501485.8399,-1475983.922
Solomon Islands,2016,39.72857612,5.554731534,15041.38869,45.82102076,0.512485626,3.528420383,,Group C: Emerging / High-growth,1386037.841,796440.2033
Solomon Islands,2017,38.67918018,3.075348034,14977.27777,43.51839073,0.48868676,3.45614796,,Group C: Emerging / High-growth,1568366.848,734364.9326
Solomon Islands,2018,42.12623861,2.745995423,14880.10876,46.36844113,3.46147485,3.359859127,,Group C: Emerging / High-growth,1617159.905,690629.0241
Solomon Islands,2019,36.49690192,1.748566555,14744.27554,46.5014357,1.63485544,2.650498034,,Group C: Emerging / High-growth,1668970.223,741025.9701
Solomon Islands,2020,27.93849568,-3.381147541,13932.87826,32.28184196,2.963549921,2.220721486,,Group C: Emerging / High-growth,1596228.028,780212.9002
Solomon Islands,2021,27.17489083,2.564349754,13951.1219,39.46451645,-0.115437894,2.401167987,,Group C: Emerging / High-growth,1569670.838,844834.9497
Solomon Islands,2022,26.28674312,2.402481436,13948.37312,51.74918784,5.518129286,2.393780769,,Group C: Emerging / High-growth,1663996.083,948959.5915
Solomon Islands,2023,,2.656361867,13979.91263,,5.88585897,2.395832434,,Group C: Emerging / High-growth,2028716.144,1323172.315
Solomon Islands,2024,,2.539341917,13999.05761,,,2.370783523,,Group B: Transitional / Mixed,-821913.0574,-2162629.586
Thailand,2015,67.63669027,3.134047249,134977.5828,57.20297188,-0.900424963,0.460976294,0.597,Group C: Emerging / High-growth,453413.9608,-1326806.5
Thailand,2016,67.07088397,3.435157717,138985.6633,53.50434332,0.188149704,0.451266063,0.688,Group C: Emerging / High-growth,1249385.709,719530.4297
Thailand,2017,66.67283247,4.177681032,144180.9168,54.21859497,0.665631893,0.42296351,0.83,Group C: Emerging / High-growth,1384857.759,654121.6471
Thailand,2018,64.8380969,4.222870287,149814.9681,56.00376783,1.063897542,0.302929452,0.766,Group C: Emerging / High-growth,1457983.235,616217.1455
Thailand,2019,59.51889062,2.114557796,152670.1942,50.17062409,0.706728601,0.204609852,0.716,Group C: Emerging / High-growth,1500759.229,661345.4874
Thailand,2020,51.49442661,-6.050038469,143194.912,46.30631664,-0.845937147,0.166540795,1.099,Group C: Emerging / High-growth,1441104.41,704272.9536
Thailand,2021,58.55938918,1.552166084,145243.4896,58.69355544,1.230395413,0.119758275,1.215,Group C: Emerging / High-growth,1416797.286,757145.4093
Thailand,2022,65.37276419,2.580378747,148974.7123,67.48594789,-1.610680305,0.011148545,0.94,Group C: Emerging / High-growth,1477204.926,861110.1927
Thailand,2023,65.44456294,2.017750953,152050.3732,63.37955121,8.478051744,-0.045865189,0.733,Group C: Emerging / High-growth,1548301.883,940670.0223
Thailand,2024,70.06388855,2.525961758,155965.986,66.71085654,1.365805408,-0.048021055,,Group B: Transitional / Mixed,-660700.6466,-1707287.505
Timor-Leste,2015,3.050307291,2.480040402,1319.593057,57.02661364,0.552796026,1.946242341,3.678,Group C: Emerging / High-growth,458129.3341,-1369845.322
Timor-Leste,2016,3.156422882,3.009930626,1333.658631,57.15419888,-1.338538762,1.905259439,4.657,Group C: Emerging / High-growth,1289976.883,730838.6581
Timor-Leste,2017,2.409011316,-3.182415225,1267.086681,56.22573946,0.557215537,1.886415497,,Group C: Emerging / High-growth,1572469.962,735112.3687
Timor-Leste,2018,2.931531733,0.000114755,1243.00077,61.88765079,2.63647201,1.919302866,,Group C: Emerging / High-growth,1621235.028,690993.1212
Timor-Leste,2019,21.21431785,23.41201358,1504.54998,49.39992658,0.95881274,1.939287072,,Group C: Emerging / High-growth,1672701.862,741277.6906
Timor-Leste,2020,36.66621405,31.96191857,1947.840064,48.08409545,0.495499215,1.911593734,,Group C: Emerging / High-growth,1599369.89,780433.0225
Timor-Leste,2021,63.51514688,5.315538537,2014.782394,36.35227604,3.697920947,1.800068931,2.344,Group C: Emerging / High-growth,1460980.184,760303.424
Timor-Leste,2022,55.61205344,-20.54158475,1578.517883,42.00986811,7.005309454,1.408845874,1.537,Group C: Emerging / High-growth,1520346.711,866150.3151
Timor-Leste,2023,22.92548793,-18.12479096,1278.418727,66.37510343,8.420351033,1.08884744,,Group C: Emerging / High-growth,1694841.589,1052806.299
Timor-Leste,2024,,-2.189121556,1235.834187,,2.06284153,1.174336386,,Group B: Transitional / Mixed,-718310.4344,-1975321.959
Tonga,2015,16.94011259,1.113744024,8711.535888,64.41405285,-1.05399832,-0.483301678,,Group C: Emerging / High-growth,501656.2704,-1477716.523
Tonga,2016,21.66220286,6.598698794,9336.633373,63.22905096,2.578155152,-0.539650396,1.054,Group C: Emerging / High-growth,1289011.651,731758.5864
Tonga,2017,22.17613598,3.202319762,9650.987129,65.8673566,7.517062836,-0.159332355,,Group C: Emerging / High-growth,1570126.764,734854.1484
Tonga,2018,21.37671376,0.687546507,9697.919804,66.0735982,5.03209692,0.200073079,2.248,Group C: Emerging / High-growth,1507639.744,625490.0594
Tonga,2019,22.76566941,-0.208433391,9668.364421,67.5491037,1.179543348,0.096574455,,Group C: Emerging / High-growth,1670630.367,741318.7747
Tonga,2020,20.09042254,1.783395899,9837.531219,63.3675698,-0.349737697,0.033116813,,Group C: Emerging / High-growth,1597468.014,780443.5371
Tonga,2021,11.08253986,0.362604273,9893.231586,55.0917534,5.640511406,-0.202657342,2.111,Group C: Emerging / High-growth,1459971.767,761678.7547
Tonga,2022,11.55963934,-2.309864445,9705.930961,63.75558965,10.97136529,-0.425589151,,Group C: Emerging / High-growth,1665128.93,949090.9633
Tonga,2023,18.75070716,2.084155836,9950.371448,75.38644329,6.351129803,-0.424539965,,Group C: Emerging / High-growth,1693161.393,1052525.426
Tonga,2024,,,,,3.183646113,-0.404269322,,Group B: Transitional / Mixed,-0.102237978,0.455918365
Tuvalu,2015,,10.41666667,4834.443127,,,-0.191370177,,Group C: Emerging / High-growth,759124.7574,-2112194.663
Tuvalu,2016,,5.660377358,5123.513266,,,-0.30146645,8.489,Group C: Emerging / High-growth,1754694.488,1000891.488
Tuvalu,2017,,2.448392857,5278.415678,,,-0.559660161,26.553,Group C: Emerging / High-growth,1886522.155,947299.977
Tuvalu,2018,,1.387283842,5410.38043,,,-1.091592708,,Group C: Emerging / High-growth,2254344.313,1104826.895
Tuvalu,2019,,13.82209844,6257.149608,,,-1.593883358,,Group C: Emerging / High-growth,2330472.647,1175766.629
Tuvalu,2020,,-4.274932069,6094.489855,,,-1.735029224,,Group C: Emerging / High-growth,2248566.383,1213421.717
Tuvalu,2021,,1.804135911,6329.213263,,,-1.991033576,,Group C: Emerging / High-growth,2211732.471,1278365.773
Tuvalu,2022,,0.677309361,6500.900721,,,-2.001453909,7.318,Group C: Emerging / High-growth,2018542.565,1222956.539
Tuvalu,2023,,3.852809195,6872.419445,,,-1.777106541,,Group C: Emerging / High-growth,2348471.1,1550103.545
Tuvalu,2024,,,,,,-1.747038576,,Group B: Transitional / Mixed,0.523014564,1.502511872
Vanuatu,2015,44.28730163,3.965919464,231115.2532,64.47136404,2.483268757,2.22716538,,Group C: Emerging / High-growth,515514.4665,-1414282.926
Vanuatu,2016,47.44237756,3.471544715,233877.3995,58.9095577,0.842069084,2.224593213,,Group C: Emerging / High-growth,1328376.668,807209.9761
Vanuatu,2017,47.66090191,4.412665986,238568.5099,57.8656718,3.084526244,2.332132561,,Group C: Emerging / High-growth,1506083.696,733881.0619
Vanuatu,2018,56.61053279,2.900230273,239676.9252,54.06912703,2.330963796,2.395434581,,Group C: Emerging / High-growth,1547402.486,700685.0965
Vanuatu,2019,50.34527687,3.241187655,241745.2951,49.03769195,2.762520194,2.330489157,5.445,Group C: Emerging / High-growth,1465994.711,655336.1586
Vanuatu,2020,18.47344395,-4.992491429,224394.1939,51.44145089,5.329350731,2.326611311,4.046,Group C: Emerging / High-growth,1410634.781,699447.1426
Vanuatu,2021,9.242759621,-1.552294891,215848.0129,48.75839363,2.343283582,2.318509214,,Group C: Emerging / High-growth,1519557.338,864755.1745
Vanuatu,2022,9.648414501,5.186228624,221836.4074,55.45546303,6.679305819,2.319650826,,Group C: Emerging / High-growth,1610363.884,952767.1494
Vanuatu,2023,,-0.964792282,214647.5286,,11.18250171,2.324816009,,Group C: Emerging / High-growth,2012509.232,1348994.793
Vanuatu,2024,,3.967258306,218146.7336,,,2.273519443,,Group B: Transitional / Mixed,-805101.721,-2175186.727
Viet Nam,2015,72.92285184,6.987154306,39826504.14,71.99137636,0.631200905,1.239754031,1.849,Group A: High-GDP / Developed,-5237798.728,12864635.01
Viet Nam,2016,74.10728626,6.690008927,41958923.09,71.30222172,2.66824817,1.259883665,1.848,Group A: High-GDP / Developed,-12086327.4,-8173056.706
Viet Nam,2017,81.76252184,6.940190374,44316124.48,79.21756182,3.520256888,1.244204736,1.874,Group A: High-GDP / Developed,-12872313.46,-9363649.113
Viet Nam,2018,84.42345608,7.465006856,47099601.77,80.24048069,3.539628059,1.107913952,1.161,Group A: High-GDP / Developed,-13547602.76,-10601674.07
Viet Nam,2019,85.15758741,7.359262701,50078486.2,79.54662762,2.795823675,0.968366699,1.681,Group A: High-GDP / Developed,-14151000.92,-11388105.11
Viet Nam,2020,84.38159801,2.865413209,51037897.02,78.86426481,3.220934367,0.927434296,2.103,Group A: High-GDP / Developed,-14156303.22,-12160174.04
Viet Nam,2021,93.85020713,2.553728526,51888451.76,92.82562571,1.834715548,0.868883561,2.385,Group A: High-GDP / Developed,-14405281.78,-12618564.04
Viet Nam,2022,93.42012904,8.537500468,55897197.41,89.7334901,3.1565075,0.750756665,1.523,Group A: High-GDP / Developed,-15456397.11,-13550943.13
Viet Nam,2023,86.46741924,5.065023915,58335404.97,78.35065203,3.252892827,0.671429251,1.645,Group A: High-GDP / Developed,-14719706.17,-12878026.47
Viet Nam,2024,,7.091187466,62078954.42,,3.621092739,0.631267006,,Group C: Emerging / High-growth,7262314.631,20503131.17
